competition,race_type,sex,host_nation,country,day,month,year,time,latitude,longitude,NOAA_stationid,station_location,station_distance,air_temp,dew_pt,wind_speed,adj_wind_speed,relative_humidity,clouds,diff_req_time,time_zone,solar_rad,heat_index,simp_wetbulb_globetemp,wetbulb_globetemp,world_record,standing_record,first_place,second_place,third_place,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,9,3,1986,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,9.8,5.4,1.5,0.6,74.1,6,165,9,0,8.8,13,7.5,02:07:12,2:11:04,2:14:55,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,8,3,1987,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,4.2,-2.2,2.1,0.9,63.1,4,165,9,0,4.2,8.4,1.6,02:07:12,2:11:04,2:11:08,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,13,3,1988,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,8.9,4.1,1.0,0.4,71.9,5,165,9,0,7.7,12.2,6.3,02:07:12,2:11:04,2:12:41,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,12,3,1989,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,10.3,2.2,1.5,0.6,57.2,3,165,9,0,8.9,12.6,6.8,02:06:50,2:11:04,2:14:31,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,11,3,1990,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,11.7,7.2,2.1,0.9,73.9,6,165,9,0,10.9,14.6,9.5,02:06:50,2:11:04,2:13:03,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,10,3,1991,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,7.0,2.9,2.6,1.1,75.1,6,165,9,0,5.7,10.9,5,02:06:50,2:11:04,2:11:34,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,15,3,1992,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,10.5,9.4,7.2,3.0,92.9,8,165,9,0,10,14.5,9.8,02:06:50,2:11:04,2:13:15,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,14,3,1993,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,7.0,-1.7,3.6,1.5,53.9,3,15,9,0,5.2,10,3.8,02:06:50,2:11:04,2:11:01,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,6,3,1994,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,5.5,-2.5,6.7,2.8,56.3,3,15,9,0,3.6,9.1,2.8,02:06:50,2:11:01,2:11:05,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,19,3,1995,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,6.2,0.6,4.6,1.9,67.3,5,15,9,89,4.6,10,4.5,02:06:50,2:11:01,2:10:49,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,3,3,1996,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,5.0,-8.1,3.6,1.5,38.1,1,15,9,281,2.6,8.1,3.2,02:06:50,2:10:49,2:09:32,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,2,3,1997,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,6.7,3.1,3.1,1.3,77.8,6,15,9,341,5.5,10.7,7.4,02:06:50,2:09:32,2:08:05,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,1,3,1998,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,6.1,3.9,5.7,2.4,85.8,8,15,9,158,5,10.6,5.8,02:06:50,2:08:05,2:08:43,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,7,3,1999,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,6.8,5.9,2.1,0.9,94.0,8,15,9,190,6,11.4,7.5,02:06:05,2:08:05,2:08:50,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,5,3,2000,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,7.5,3.0,7.2,3.0,73.1,6,15,9,572,6.2,11.2,8.4,02:05:42,2:08:05,2:08:14,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,4,3,2001,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,4.6,-0.2,2.6,1.1,71.0,5,15,9,646,3,8.9,7.7,02:05:42,2:08:05,2:07:34,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,3,3,2002,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,4.6,-3.4,7.2,3.0,56.1,3,15,9,649,2.6,8.4,5.3,02:05:42,2:07:34,2:08:35,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,2,3,2003,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,8.4,0.9,2.6,1.1,59.2,3,15,9,500,6.8,11.3,9.3,02:05:38,2:07:34,2:07:39,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,7,3,2004,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,0.0,-0.6,4.6,1.9,95.7,8,15,9,88,0,6.2,-0.1,02:04:55,2:07:34,2:07:42,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,6,3,2005,9:15:00,35.2494357,136.083457,47649099999,JA; UENO,54.0,5.4,-6.2,5.1,2.1,42.9,1,15,9,118,3.1,8.5,2.6,02:04:55,2:07:34,2:09:00,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,5,3,2006,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,10.1,-0.1,0.5,0.2,49.1,2,15,9,1234,8.4,12.1,23.3,02:04:55,2:07:34,2:09:15,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,4,3,2007,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,18.8,8.2,3.1,1.3,50.2,2,15,9,0,18,18.9,14.2,02:04:55,2:07:34,02:10:43,02:10:47,02:11:15,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,2,3,2008,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,8.6,-1.2,2.6,1.1,50.1,2,15,9,0,6.8,11,5,02:04:26,2:07:34,02:08:23,02:08:34,02:08:36,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,1,3,2009,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,8.7,2.7,5.1,2.1,66.0,4,15,9,0,7.3,11.8,6.3,02:03:59,2:07:34,02:10:22,02:10:36,02:10:49,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,7,3,2010,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,6.0,3.5,4.1,1.7,84.0,8,15,9,0,4.8,10.4,4.7,02:03:59,2:07:34,02:09:34,02:10:07,02:10:46,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,6,3,2011,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,7.9,3.6,1.5,0.6,74.2,6,15,9,0,6.7,11.5,5.7,02:03:59,2:07:34,02:06:13,02:09:13,02:09:25,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,4,3,2012,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,6.0,4.8,1.5,0.6,92.0,8,15,9,0,5.1,10.7,4.8,02:03:38,02:06:13,02:07:04,02:07:39,02:08:37,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,3,3,2013,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,4.0,-2.6,6.2,2.6,62.1,4,15,9,0,4,8.2,1.7,02:03:38,02:06:13,02:08:34,02:08:37,02:08:48,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,2,3,2014,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,7.9,3.2,4.1,1.7,72.2,5,15,9,0,6.6,11.4,5.8,02:03:23,02:06:13,02:09:10,02:09:47,02:09:54,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,1,3,2015,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,6.3,4.1,4.6,1.9,85.8,8,15,9,0,5.2,10.7,5.1,02:02:57,02:06:13,02:09:08,02:11:10,02:11:18,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,6,3,2016,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,17.5,10.2,3.6,1.5,62.3,4,15,9,0,16.9,18.8,14.1,02:02:57,02:06:13,02:09:11,02:09:16,02:09:19,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,5,3,2017,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,10.1,4.3,1.0,0.4,67.2,5,15,9,0,8.9,12.9,7.2,02:02:57,02:06:13,02:09:06,02:09:15,02:09:59,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,4,3,2018,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,16.0,9.0,2.6,1.1,63.2,4,15,9,0,15.3,17.5,12.8,02:02:57,02:06:13,02:07:53,02:08:17,02:08:26,,,,,,,,,,,
Gold Marathon,Marathon,Both,Lake Biwa,Japan,10,3,2019,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,10.9,9.3,2.6,1.1,89.9,8,15,9,19,10.4,14.7,9.9,02:01:39,02:06:13,02:07:52,02:07:56,02:07:58,,,,,,,,,,,
Gold Marathon,Marathon,Both,Seoul,South Korea,18,3,2001,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,9.9,-0.4,3.6,1.5,48.7,2,60,9,649,8.2,11.9,10.5,02:05:42,02:08:25,02:11:49,02:11:52,02:11:55,,,,,,,,,,,
Gold Marathon,Marathon,Both,Seoul,South Korea,17,3,2002,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,11.3,-9.0,2.6,1.1,23.2,0,60,9,761,9.1,11.6,11.2,02:05:42,02:08:25,02:11:22,02:11:42,02:12:41,,,,,,,,,,,
Gold Marathon,Marathon,Both,Seoul,South Korea,16,3,2003,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,6.1,4.5,2.6,1.1,89.5,8,60,9,202,5.1,10.7,6.5,02:05:38,02:08:25,02:08:42,02:08:43,02:08:53,,,,,,,,,,,
Gold Marathon,Marathon,Both,Seoul,South Korea,14,3,2004,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,9.6,0.5,3.6,1.5,53.0,2,60,9,786,8,11.9,11.4,02:04:55,02:08:25,02:07:06,02:07:43,02:08:10,,,,,,,,,,,
Gold Marathon,Marathon,Both,Seoul,South Korea,13,3,2005,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,1.6,-18.4,4.6,1.9,20.9,0,60,9,705,1.6,5.4,2,02:04:55,02:07:06,02:08:53,02:11:19,02:11:32,,,,,,,,,,,
Gold Marathon,Marathon,Both,Seoul,South Korea,12,3,2006,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,-5.0,-19.9,6.2,2.6,29.9,0,60,9,567,-5,1.6,-4.4,02:04:55,02:07:06,02:10:40,02:11:40,02:11:56,,,,,,,,,,,
Gold Marathon,Marathon,Both,Seoul,South Korea,18,3,2007,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,8.5,-9.2,4.1,1.7,27.5,0,60,9,420,6.1,10,6.2,02:04:55,02:07:06,02:08:04,02:08:29,02:08:38,,,,,,,,,,,
Gold Marathon,Marathon,Both,Seoul,South Korea,16,3,2008,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,9.8,-5.3,4.1,1.7,34.0,0,60,9,200,7.7,11.1,6.3,02:04:26,02:07:06,02:07:32,02:07:37,02:07:45,,,,,,,,,,,
Gold Marathon,Marathon,Both,Seoul,South Korea,15,3,2009,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,8.2,-2.1,5.7,2.4,48.2,2,60,9,1,6.3,10.7,4.7,02:03:59,02:07:06,02:07:54,02:08:30,02:10:11,,,,,,,,,,,
Gold Marathon,Marathon,Both,Seoul,South Korea,21,3,2010,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,5.3,-5.9,4.6,1.9,44.2,1,60,9,0,3,8.5,1.8,02:03:59,02:07:06,02:06:49,02:06:59,02:07:35,,,,,,,,,,,
Gold Marathon,Marathon,Both,Seoul,South Korea,20,3,2011,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,10.2,-1.5,1.5,0.6,44.0,1,60,9,0,8.4,11.9,5.8,02:03:59,02:06:49,02:09:28,02:10:13,02:13:19,,,,,,,,,,,
Gold Marathon,Marathon,Both,Seoul,South Korea,18,3,2012,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,7.7,-1.8,5.7,2.4,51.0,2,60,9,0,5.9,10.4,4.4,02:03:38,02:06:49,02:05:37,02:06:03,02:06:44,,,,,,,,,,,
Gold Marathon,Marathon,Both,Seoul,South Korea,17,3,2013,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,11.2,-6.2,3.6,1.5,29.0,0,60,9,0,9.1,11.8,5.8,02:03:38,02:05:37,02:06:59,02:07:11,02:07:26,,,,,,,,,,,
Gold Marathon,Marathon,Both,Seoul,South Korea,16,3,2014,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,15.8,7.2,3.1,1.3,56.6,3,60,9,0,14.9,16.9,12.1,02:03:23,02:05:37,02:06:17,02:06:24,02:06:44,,,,,,,,,,,
Gold Marathon,Marathon,Both,Seoul,South Korea,15,3,2015,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,9.0,-9.5,3.6,1.5,26.0,0,60,9,0,6.6,10.2,3.7,02:02:57,02:05:37,02:06:11,02:06:59,02:07:47,,,,,,,,,,,
Gold Marathon,Marathon,Both,Seoul,South Korea,20,3,2016,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,13.4,-0.2,3.1,1.3,39.2,1,60,9,0,11.8,13.9,8.4,02:02:57,02:05:37,02:05:13,02:05:33,02:06:10,,,,,,,,,,,
Gold Marathon,Marathon,Both,Seoul,South Korea,19,3,2017,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,16.5,-6.0,2.8,1.2,20.8,0,60,9,0,14.7,14.8,9.2,02:02:57,02:05:13,02:05:54,02:06:03,02:06:05,,,,,,,,,,,
Gold Marathon,Marathon,Both,Seoul,South Korea,18,3,2018,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,10.5,-0.4,0.4,0.2,46.8,2,60,9,0,8.8,12.2,5.9,02:02:57,02:05:13,02:06:57,02:07:03,02:07:11,,,,,,,,,,,
Gold Marathon,Marathon,Both,Seoul,South Korea,17,3,2019,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,10.0,-4.1,3.4,1.4,36.8,1,60,9,0,8,11.4,5.3,02:01:39,02:05:13,02:06:00,02:06:12,02:06:22,,,,,,,,,,,
Gold Marathon,Marathon,Both,Toronto,Canada,20,10,1996,7:30:00,43.6534817,-79.383934,71265099999,CA; TORONTO CITY CENTRE,4.1,10.0,6.0,4.6,1.9,76.2,1,30,-4,472,9,13.3,10.9,02:06:50,02:23:15,02:20:33,02:24:13,02:27:45,,,,,,,,,,,
Gold Marathon,Marathon,Both,Toronto,Canada,19,10,1997,7:30:00,43.6534817,-79.383934,71265099999,CA; TORONTO CITY CENTRE,4.1,6.0,5.0,1.0,0.4,93.3,8,30,-4,141,5.1,10.8,6.4,02:06:50,02:20:33,02:28:26,02:30:04,02:34:18,,,,,,,,,,,
Gold Marathon,Marathon,Both,Toronto,Canada,18,10,1998,7:30:00,43.6534817,-79.383934,71265099999,CA; TORONTO CITY CENTRE,4.1,15.0,14.0,1.0,0.4,93.8,1,30,-4,593,15,18.7,20.1,02:06:05,02:20:33,02:41:49,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Toronto,Canada,17,10,1999,7:30:00,43.6534817,-79.383934,71265099999,CA; TORONTO CITY CENTRE,4.1,16.0,12.0,7.7,3.2,77.2,1,30,-4,567,15.7,18.5,16.5,02:06:05,02:20:33,02:28:25,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Toronto,Canada,15,10,2000,7:30:00,43.6534817,-79.383934,71265099999,CA; TORONTO CITY CENTRE,4.1,13.0,12.0,1.5,0.6,93.7,1,30,-4,487,12.8,16.8,16.4,02:05:42,02:20:33,02:15:17,02:32:06,02:32:42,,,,,,,,,,,
Gold Marathon,Marathon,Both,Toronto,Canada,14,10,2001,7:30:00,43.6534817,-79.383934,71265099999,CA; TORONTO CITY CENTRE,4.1,15.0,13.0,5.1,2.1,87.9,1,30,-4,364,14.9,18.3,15.7,02:05:42,02:15:17,02:22:22,02:26:47,02:38:59,,,,,,,,,,,
Gold Marathon,Marathon,Both,Toronto,Canada,20,10,2002,7:30:00,43.6534817,-79.383934,71265099999,CA; TORONTO CITY CENTRE,4.1,6.0,2.0,5.7,2.4,75.5,1,30,-4,158,4.6,10.1,5.2,02:05:38,02:15:17,02:30:40,02:34:43,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Toronto,Canada,19,10,2003,7:30:00,43.6534817,-79.383934,71265099999,CA; TORONTO CITY CENTRE,4.1,8.0,7.0,4.6,1.9,93.4,1,30,-4,3,7.3,12.4,7.2,02:04:55,02:15:17,02:25:56,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Toronto,Canada,17,10,2004,7:30:00,43.6534817,-79.383934,71508099999,CA; TORONTO CITY ONT,2.0,6.0,3.0,10.3,4.3,81.1,7,90,-4,0,4.8,10.3,4.7,02:04:55,02:15:17,02:16:42,02:17:47,02:18:47,,,,,,,,,,,
Gold Marathon,Marathon,Both,Toronto,Canada,16,10,2005,7:30:00,43.6534817,-79.383934,71508099999,CA; TORONTO CITY ONT,2.0,12.0,8.0,6.1,2.5,76.5,6,30,-4,0,11.3,15,10.1,02:04:55,02:15:17,02:17:12,02:17:17,02:17:52,,,,,,,,,,,
Gold Marathon,Marathon,Both,Toronto,Canada,15,10,2006,7:30:00,43.6534817,-79.383934,71508099999,CA; TORONTO CITY ONT,2.0,6.0,1.0,6.1,2.5,70.3,5,30,-4,0,4.5,9.9,4,02:04:55,02:15:17,02:34:10,02:34:33,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Toronto,Canada,14,10,2007,7:30:00,43.6534817,-79.383934,71508099999,CA; TORONTO CITY ONT,2.0,10.0,6.0,3.1,1.3,76.2,6,30,-4,0,9,13.3,8,02:04:26,02:15:17,02:21:59,02:23:56,02:34:29,,,,,,,,,,,
Gold Marathon,Marathon,Both,Toronto,Canada,18,10,2009,7:30:00,43.6534817,-79.383934,71508099999,CA; TORONTO CITY ONT,2.0,2.0,-3.0,3.1,1.3,69.4,5,30,-4,0,2,7,0,02:03:59,02:15:17,02:26:09,02:33:40,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Toronto,Canada,17,10,2010,7:30:00,43.6534817,-79.383934,71508099999,CA; TORONTO CITY ONT,2.0,11.0,8.0,4.7,2.0,81.7,7,30,-4,0,10.3,14.4,9.5,02:03:59,02:15:17,02:23:38,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Toronto,Canada,15,5,2011,7:30:00,43.6534817,-79.383934,71508099999,CA; TORONTO CITY ONT,2.0,11.0,7.0,8.3,3.4,76.4,6,30,-4,0,10.2,14.1,9.2,02:03:59,02:15:17,02:27:19,02:29:18,02:30:49,,,,,,,,,,,
Gold Marathon,Marathon,Both,Toronto,Canada,6,5,2012,7:30:00,43.6534817,-79.383934,71508099999,CA; TORONTO CITY ONT,2.0,12.0,2.0,2.5,1.0,50.4,1,30,-4,0,10.6,13.5,8,02:03:38,02:15:17,02:27:57,,02:31:54,,,,,,,,,,,
Gold Marathon,Marathon,Both,Toronto,Canada,5,5,2013,7:30:00,43.6534817,-79.383934,71508099999,CA; TORONTO CITY ONT,2.0,13.0,5.0,1.7,0.7,58.3,3,30,-4,0,11.9,14.7,9.5,02:03:38,02:15:17,02:37:30,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,Toronto,Canada,4,5,2014,7:30:00,43.6534817,-79.383934,71508099999,CA; TORONTO CITY ONT,2.0,8.0,2.0,8.3,3.4,65.8,2,30,-4,0,6.6,11.3,5.7,02:03:23,02:15:17,02:26:25,02:27:59,02:32:27,,,,,,,,,,,
Gold Marathon,Marathon,Both,Toronto,Canada,3,5,2015,7:30:00,43.6534817,-79.383934,71508099999,CA; TORONTO CITY ONT,2.0,7.0,5.0,1.1,0.5,87.1,4,30,-4,0,6,11.3,5.5,02:02:57,02:15:17,02:21:53,02:25:48,02:30:36,,,,,,,,,,,
Gold Marathon,Marathon,Both,Toronto,Canada,1,5,2016,7:30:00,43.6534817,-79.383934,71508099999,CA; TORONTO CITY ONT,2.0,7.0,4.0,10.8,4.5,81.2,7,30,-4,45,5.9,11.1,5.9,02:02:57,02:15:17,02:35:54,02:37:47,02:39:59,,,,,,,,,,,
Gold Marathon,Marathon,Both,Toronto,Canada,7,5,2017,7:30:00,43.6534817,-79.383934,71508099999,CA; TORONTO CITY ONT,2.0,5.0,0.0,6.7,2.8,70.1,5,30,-4,257,3.4,9.2,4.4,02:02:57,02:15:17,02:41:06,02:42:00,02:42:23,,,,,,,,,,,
Gold Marathon,Marathon,Both,Toronto,Canada,6,5,2018,7:30:00,43.6534817,-79.383934,71508099999,CA; TORONTO CITY ONT,2.0,10.0,6.0,1.9,0.8,76.2,6,30,-4,352,9,13.3,11,02:02:57,02:15:17,02:33:57,02:42:31,02:47:11,,,,,,,,,,,
Gold Marathon,Marathon,Both,Toronto,Canada,5,5,2019,7:30:00,43.6534817,-79.383934,71508099999,CA; TORONTO CITY ONT,2.0,8.0,8.0,1.1,0.5,100.0,10,30,-4,0,7.5,12.7,7.2,02:01:39,02:15:17,02:28:52,02:33:53,02:39:40,,,,,,,,,,,
Gold Marathon,Marathon,Both,Sydney,Australia,23,9,2007,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,9.0,3.0,4.2,1.7,66.0,4,60,10,0,7.7,12,6.5,02:04:55,02:17:30,2:14:37,2:21:54,2:24:21,,,,,,,,,,,
Gold Marathon,Marathon,Both,Sydney,Australia,21,9,2008,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,16.0,14.0,3.6,1.5,87.9,8,60,10,0,16,19.3,14.8,02:04:26,2:14:37,2:19:01,2:24:10,2:33:17,,,,,,,,,,,
Gold Marathon,Marathon,Both,Sydney,Australia,20,9,2009,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,17.0,9.0,5.3,2.2,59.3,3,60,10,0,16.3,18.1,13.5,02:03:59,2:14:37,2:17:07,2:26:15,2:33:48,,,,,,,,,,,
Gold Marathon,Marathon,Both,Sydney,Australia,19,9,2010,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,13.0,5.0,3.1,1.3,58.3,3,60,10,100,11.9,14.7,10.3,02:03:59,2:14:37,02:25:17,02:26:00,02:27:01,,,,,,,,,,,
Gold Marathon,Marathon,Both,Sydney,Australia,18,9,2011,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,20.0,2.0,3.1,1.3,30.2,0,60,10,329,18.8,18.1,15.3,02:03:59,2:14:37,02:17:39,02:25:51,02:26:40,,,,,,,,,,,
Gold Marathon,Marathon,Both,Sydney,Australia,16,9,2012,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,12.0,8.0,3.6,1.5,76.5,6,60,10,380,11.3,15,12.5,02:03:38,2:14:37,02:11:52,02:16:12,02:18:34,,,,,,,,,,,
Gold Marathon,Marathon,Both,Sydney,Australia,22,9,2013,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,19.8,11.0,0.0,0.0,56.9,3,60,10,692,19.3,20.3,26.6,02:03:38,02:11:52,02:13:48,02:14:28,02:15:58,,,,,,,,,,,
Gold Marathon,Marathon,Both,Sydney,Australia,21,9,2014,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,17.1,7.2,0.0,0.0,52.1,2,0,10,809,16.2,17.6,26,02:03:23,02:11:52,02:11:18,02:11:48,02:12:08,,,,,,,,,,,
Gold Marathon,Marathon,Both,Sydney,Australia,20,9,2015,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,16.6,11.7,0.0,0.0,72.8,6,0,10,614,16.2,18.8,24,02:02:57,02:11:18,02:12:44,02:12:48,02:13:09,,,,,,,,,,,
Gold Marathon,Marathon,Both,Sydney,Australia,18,9,2016,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,14.2,12.6,0.0,0.0,90.1,8,0,10,208,14,17.7,16.2,02:02:57,02:11:18,02:12:13,02:13:09,02:14:15,,,,,,,,,,,
Gold Marathon,Marathon,Both,Sydney,Australia,17,9,2017,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,15.1,3.0,0.0,0.0,44.2,1,0,10,735,13.8,15.5,22.9,02:02:57,02:11:18,02:15:16,02:15:38,02:15:54,,,,,,,,,,,
Gold Marathon,Marathon,Both,Sydney,Australia,16,9,2018,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,14.2,-1.8,0.0,0.0,33.1,0,0,10,588,12.5,14.1,19,02:01:39,02:11:18,02:13:37,02:15:52,02:16:25,,,,,,,,,,,
Gold Marathon,Marathon,Both,Sydney,Australia,15,9,2019,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,23.3,6.1,0.0,0.0,33.0,0,0,10,393,22.5,20.9,22.7,02:01:39,02:11:18,02:09:49,02:10:05,02:11:02,,,,,,,,,,,
Gold Marathon,Marathon,Both,Jerusalem,Israel,1,3,2013,6:00:00,31.778345,35.2250786,40183099999,IS; JERUSALEM CENTER,1.5,8.8,6.5,3.1,1.3,85.5,8,0,3,0,8,12.7,7.4,02:03:38,02:19:52,2:16:30,2:19:02,2:20:13,,,,,,,,,,,
Gold Marathon,Marathon,Both,Jerusalem,Israel,21,3,2014,6:00:00,31.778345,35.2250786,40183099999,IS; JERUSALEM CENTER,1.5,15.1,-0.6,1.5,0.6,34.1,0,0,3,0,13.6,14.8,9.3,02:03:23,2:16:30,2:16:09,2:16:35,2:18:08,,,,,,,,,,,
